NBPS,NGEN,REPL,SUPP,MTHD,SEFN,SEFP,SERF
1600,500,18,abayes,TQMC-wh_n1,3,3,0.030612244897959183
1600,500,18,bs,TQMC-wh_n0,2,2,0.02040816326530612
1600,500,18,abayes,TQMC-wh_n0,3,3,0.030612244897959183
1600,500,19,bs,ASTER-wh,5,5,0.05102040816326531
1600,500,19,abayes,ASTER-wh,2,2,0.02040816326530612
1600,500,19,bs,ASTRID-ws,6,6,0.061224489795918366
1600,500,19,abayes,ASTRID-ws,4,4,0.04081632653061224
1600,500,19,bs,TQMC-wh_n2,4,4,0.04081632653061224
1600,500,19,abayes,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,19,none_keeppoly,TQMC-n2,4,4,0.04081632653061224
1600,500,19,none_refinepoly,TQMC-n2,4,4,0.04081632653061224
1600,500,19,bs,TQMC-ws_n2,5,5,0.05102040816326531
1600,500,19,abayes,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,19,bs,TQMC-wh_n1,5,5,0.05102040816326531
1600,500,19,abayes,TQMC-wh_n1,2,2,0.02040816326530612
1600,500,19,bs,TQMC-wh_n0,5,5,0.05102040816326531
1600,500,19,abayes,TQMC-wh_n0,2,2,0.02040816326530612
1600,500,20,bs,ASTER-wh,3,3,0.030612244897959183
1600,500,20,abayes,ASTER-wh,4,4,0.04081632653061224
1600,500,20,bs,ASTRID-ws,4,4,0.04081632653061224
1600,500,20,abayes,ASTRID-ws,3,3,0.030612244897959183
1600,500,20,bs,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,20,abayes,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,20,none_keeppoly,TQMC-n2,3,3,0.030612244897959183
1600,500,20,none_refinepoly,TQMC-n2,3,3,0.030612244897959183
1600,500,20,bs,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,20,abayes,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,20,bs,TQMC-wh_n1,3,3,0.030612244897959183
1600,500,20,abayes,TQMC-wh_n1,4,4,0.04081632653061224
1600,500,20,bs,TQMC-wh_n0,3,3,0.030612244897959183
1600,500,20,abayes,TQMC-wh_n0,5,5,0.05102040816326531
1600,500,21,bs,ASTER-wh,7,7,0.07142857142857142
1600,500,21,abayes,ASTER-wh,6,6,0.061224489795918366
1600,500,21,bs,ASTRID-ws,8,8,0.08163265306122448
1600,500,21,abayes,ASTRID-ws,7,7,0.07142857142857142
1600,500,21,bs,TQMC-wh_n2,7,7,0.07142857142857142
1600,500,21,abayes,TQMC-wh_n2,9,9,0.09183673469387756
1600,500,21,none_keeppoly,TQMC-n2,15,15,0.15306122448979592
1600,500,21,none_refinepoly,TQMC-n2,15,15,0.15306122448979592
1600,500,21,bs,TQMC-ws_n2,7,7,0.07142857142857142
1600,500,21,abayes,TQMC-ws_n2,9,9,0.09183673469387756
1600,500,21,bs,TQMC-wh_n1,7,7,0.07142857142857142
1600,500,21,abayes,TQMC-wh_n1,8,8,0.08163265306122448
1600,500,21,bs,TQMC-wh_n0,7,7,0.07142857142857142
1600,500,21,abayes,TQMC-wh_n0,6,6,0.061224489795918366
1600,500,22,bs,ASTER-wh,4,4,0.04081632653061224
1600,500,22,abayes,ASTER-wh,4,4,0.04081632653061224
1600,500,22,bs,ASTRID-ws,2,2,0.02040816326530612
1600,500,22,abayes,ASTRID-ws,1,1,0.01020408163265306
1600,500,22,bs,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,22,abayes,TQMC-wh_n2,4,4,0.04081632653061224
1600,500,22,none_keeppoly,TQMC-n2,3,3,0.030612244897959183
1600,500,22,none_refinepoly,TQMC-n2,3,3,0.030612244897959183
1600,500,22,bs,TQMC-ws_n2,4,4,0.04081632653061224
1600,500,22,abayes,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,22,bs,TQMC-wh_n1,4,4,0.04081632653061224
1600,500,22,abayes,TQMC-wh_n1,4,4,0.04081632653061224
1600,500,22,bs,TQMC-wh_n0,4,4,0.04081632653061224
1600,500,22,abayes,TQMC-wh_n0,4,4,0.04081632653061224
1600,500,23,bs,ASTER-wh,1,1,0.01020408163265306
1600,500,23,abayes,ASTER-wh,0,0,0.0
1600,500,23,bs,ASTRID-ws,1,1,0.01020408163265306
1600,500,23,abayes,ASTRID-ws,1,1,0.01020408163265306
1600,500,23,bs,TQMC-wh_n2,1,1,0.01020408163265306
1600,500,23,abayes,TQMC-wh_n2,1,1,0.01020408163265306
1600,500,23,none_keeppoly,TQMC-n2,1,1,0.01020408163265306
1600,500,23,none_refinepoly,TQMC-n2,1,1,0.01020408163265306
1600,500,23,bs,TQMC-ws_n2,1,1,0.01020408163265306
1600,500,23,abayes,TQMC-ws_n2,1,1,0.01020408163265306
1600,500,23,bs,TQMC-wh_n1,1,1,0.01020408163265306
1600,500,23,abayes,TQMC-wh_n1,0,0,0.0
1600,500,23,bs,TQMC-wh_n0,2,2,0.02040816326530612
1600,500,23,abayes,TQMC-wh_n0,0,0,0.0
1600,500,24,bs,ASTER-wh,3,3,0.030612244897959183
1600,500,24,abayes,ASTER-wh,3,3,0.030612244897959183
1600,500,24,bs,ASTRID-ws,4,4,0.04081632653061224
1600,500,24,abayes,ASTRID-ws,2,2,0.02040816326530612
1600,500,24,bs,TQMC-wh_n2,4,4,0.04081632653061224
1600,500,24,abayes,TQMC-wh_n2,2,2,0.02040816326530612
1600,500,24,none_keeppoly,TQMC-n2,2,2,0.02040816326530612
1600,500,24,none_refinepoly,TQMC-n2,2,2,0.02040816326530612
1600,500,24,bs,TQMC-ws_n2,4,4,0.04081632653061224
1600,500,24,abayes,TQMC-ws_n2,2,2,0.02040816326530612
1600,500,24,bs,TQMC-wh_n1,3,3,0.030612244897959183
1600,500,24,abayes,TQMC-wh_n1,3,3,0.030612244897959183
1600,500,24,bs,TQMC-wh_n0,2,2,0.02040816326530612
1600,500,24,abayes,TQMC-wh_n0,3,3,0.030612244897959183
1600,500,25,bs,ASTER-wh,4,4,0.04081632653061224
1600,500,25,abayes,ASTER-wh,4,4,0.04081632653061224
1600,500,25,bs,ASTRID-ws,3,3,0.030612244897959183
1600,500,25,abayes,ASTRID-ws,4,4,0.04081632653061224
1600,500,25,bs,TQMC-wh_n2,4,4,0.04081632653061224
1600,500,25,abayes,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,25,none_keeppoly,TQMC-n2,5,5,0.05102040816326531
1600,500,25,none_refinepoly,TQMC-n2,5,5,0.05102040816326531
1600,500,25,bs,TQMC-ws_n2,4,4,0.04081632653061224
1600,500,25,abayes,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,25,bs,TQMC-wh_n1,4,4,0.04081632653061224
1600,500,25,abayes,TQMC-wh_n1,4,4,0.04081632653061224
1600,500,25,bs,TQMC-wh_n0,5,5,0.05102040816326531
1600,500,25,abayes,TQMC-wh_n0,4,4,0.04081632653061224
1600,500,26,bs,ASTER-wh,4,4,0.04081632653061224
1600,500,26,abayes,ASTER-wh,1,1,0.01020408163265306
1600,500,26,bs,ASTRID-ws,5,5,0.05102040816326531
1600,500,26,abayes,ASTRID-ws,3,3,0.030612244897959183
1600,500,26,bs,TQMC-wh_n2,4,4,0.04081632653061224
1600,500,26,abayes,TQMC-wh_n2,0,0,0.0
1600,500,26,none_keeppoly,TQMC-n2,3,3,0.030612244897959183
1600,500,26,none_refinepoly,TQMC-n2,3,3,0.030612244897959183
1600,500,26,bs,TQMC-ws_n2,4,4,0.04081632653061224
1600,500,26,abayes,TQMC-ws_n2,2,2,0.02040816326530612
1600,500,26,bs,TQMC-wh_n1,4,4,0.04081632653061224
1600,500,26,abayes,TQMC-wh_n1,1,1,0.01020408163265306
1600,500,26,bs,TQMC-wh_n0,4,4,0.04081632653061224
1600,500,26,abayes,TQMC-wh_n0,2,2,0.02040816326530612
1600,500,27,bs,ASTER-wh,4,4,0.04081632653061224
1600,500,27,abayes,ASTER-wh,5,5,0.05102040816326531
1600,500,27,bs,ASTRID-ws,2,2,0.02040816326530612
1600,500,27,abayes,ASTRID-ws,3,3,0.030612244897959183
1600,500,27,bs,TQMC-wh_n2,2,2,0.02040816326530612
1600,500,27,abayes,TQMC-wh_n2,2,2,0.02040816326530612
1600,500,27,none_keeppoly,TQMC-n2,3,3,0.030612244897959183
1600,500,27,none_refinepoly,TQMC-n2,3,3,0.030612244897959183
1600,500,27,bs,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,27,abayes,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,27,bs,TQMC-wh_n1,2,2,0.02040816326530612
1600,500,27,abayes,TQMC-wh_n1,3,3,0.030612244897959183
1600,500,27,bs,TQMC-wh_n0,5,5,0.05102040816326531
1600,500,27,abayes,TQMC-wh_n0,6,6,0.061224489795918366
1600,500,28,bs,ASTER-wh,5,5,0.05102040816326531
1600,500,28,abayes,ASTER-wh,6,6,0.061224489795918366
1600,500,28,bs,ASTRID-ws,3,3,0.030612244897959183
1600,500,28,abayes,ASTRID-ws,3,3,0.030612244897959183
1600,500,28,bs,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,28,abayes,TQMC-wh_n2,4,4,0.04081632653061224
1600,500,28,none_keeppoly,TQMC-n2,4,4,0.04081632653061224
1600,500,28,none_refinepoly,TQMC-n2,4,4,0.04081632653061224
1600,500,28,bs,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,28,abayes,TQMC-ws_n2,4,4,0.04081632653061224
1600,500,28,bs,TQMC-wh_n1,5,5,0.05102040816326531
1600,500,28,abayes,TQMC-wh_n1,5,5,0.05102040816326531
1600,500,28,bs,TQMC-wh_n0,5,5,0.05102040816326531
1600,500,28,abayes,TQMC-wh_n0,5,5,0.05102040816326531
1600,500,29,bs,ASTER-wh,6,6,0.061224489795918366
1600,500,29,abayes,ASTER-wh,6,6,0.061224489795918366
1600,500,29,bs,ASTRID-ws,8,8,0.08163265306122448
1600,500,29,abayes,ASTRID-ws,7,7,0.07142857142857142
1600,500,29,bs,TQMC-wh_n2,6,6,0.061224489795918366
1600,500,29,abayes,TQMC-wh_n2,5,5,0.05102040816326531
1600,500,29,none_keeppoly,TQMC-n2,5,5,0.05102040816326531
1600,500,29,none_refinepoly,TQMC-n2,5,5,0.05102040816326531
1600,500,29,bs,TQMC-ws_n2,5,5,0.05102040816326531
1600,500,29,abayes,TQMC-ws_n2,6,6,0.061224489795918366
1600,500,29,bs,TQMC-wh_n1,6,6,0.061224489795918366
1600,500,29,abayes,TQMC-wh_n1,6,6,0.061224489795918366
1600,500,29,bs,TQMC-wh_n0,6,6,0.061224489795918366
1600,500,29,abayes,TQMC-wh_n0,6,6,0.061224489795918366
1600,500,30,bs,ASTER-wh,6,6,0.061224489795918366
1600,500,30,abayes,ASTER-wh,6,6,0.061224489795918366
1600,500,30,bs,ASTRID-ws,7,7,0.07142857142857142
1600,500,30,abayes,ASTRID-ws,5,5,0.05102040816326531
1600,500,30,bs,TQMC-wh_n2,6,6,0.061224489795918366
1600,500,30,abayes,TQMC-wh_n2,5,5,0.05102040816326531
1600,500,30,none_keeppoly,TQMC-n2,7,7,0.07142857142857142
1600,500,30,none_refinepoly,TQMC-n2,7,7,0.07142857142857142
1600,500,30,bs,TQMC-ws_n2,6,6,0.061224489795918366
1600,500,30,abayes,TQMC-ws_n2,6,6,0.061224489795918366
1600,500,30,bs,TQMC-wh_n1,6,6,0.061224489795918366
1600,500,30,abayes,TQMC-wh_n1,6,6,0.061224489795918366
1600,500,30,bs,TQMC-wh_n0,7,7,0.07142857142857142
1600,500,30,abayes,TQMC-wh_n0,7,7,0.07142857142857142
1600,500,31,bs,ASTER-wh,4,4,0.04081632653061224
1600,500,31,abayes,ASTER-wh,5,5,0.05102040816326531
1600,500,31,bs,ASTRID-ws,4,4,0.04081632653061224
1600,500,31,abayes,ASTRID-ws,5,5,0.05102040816326531
1600,500,31,bs,TQMC-wh_n2,4,4,0.04081632653061224
1600,500,31,abayes,TQMC-wh_n2,5,5,0.05102040816326531
1600,500,31,none_keeppoly,TQMC-n2,4,4,0.04081632653061224
1600,500,31,none_refinepoly,TQMC-n2,4,4,0.04081632653061224
1600,500,31,bs,TQMC-ws_n2,4,4,0.04081632653061224
1600,500,31,abayes,TQMC-ws_n2,5,5,0.05102040816326531
1600,500,31,bs,TQMC-wh_n1,4,4,0.04081632653061224
1600,500,31,abayes,TQMC-wh_n1,5,5,0.05102040816326531
1600,500,31,bs,TQMC-wh_n0,4,4,0.04081632653061224
1600,500,31,abayes,TQMC-wh_n0,5,5,0.05102040816326531
1600,500,32,bs,ASTER-wh,12,12,0.12244897959183673
1600,500,32,abayes,ASTER-wh,8,8,0.08163265306122448
1600,500,32,bs,ASTRID-ws,8,8,0.08163265306122448
1600,500,32,abayes,ASTRID-ws,9,9,0.09183673469387756
1600,500,32,bs,TQMC-wh_n2,10,10,0.10204081632653061
1600,500,32,abayes,TQMC-wh_n2,6,6,0.061224489795918366
1600,500,32,none_keeppoly,TQMC-n2,9,9,0.09183673469387756
1600,500,32,none_refinepoly,TQMC-n2,9,9,0.09183673469387756
1600,500,32,bs,TQMC-ws_n2,11,11,0.11224489795918367
1600,500,32,abayes,TQMC-ws_n2,8,8,0.08163265306122448
1600,500,32,bs,TQMC-wh_n1,10,10,0.10204081632653061
1600,500,32,abayes,TQMC-wh_n1,8,8,0.08163265306122448
1600,500,32,bs,TQMC-wh_n0,12,12,0.12244897959183673
1600,500,32,abayes,TQMC-wh_n0,8,8,0.08163265306122448
1600,500,33,bs,ASTER-wh,1,1,0.01020408163265306
1600,500,33,abayes,ASTER-wh,1,1,0.01020408163265306
1600,500,33,bs,ASTRID-ws,1,1,0.01020408163265306
1600,500,33,abayes,ASTRID-ws,1,1,0.01020408163265306
1600,500,33,bs,TQMC-wh_n2,1,1,0.01020408163265306
1600,500,33,abayes,TQMC-wh_n2,1,1,0.01020408163265306
1600,500,33,none_keeppoly,TQMC-n2,2,2,0.02040816326530612
1600,500,33,none_refinepoly,TQMC-n2,2,2,0.02040816326530612
1600,500,33,bs,TQMC-ws_n2,1,1,0.01020408163265306
1600,500,33,abayes,TQMC-ws_n2,1,1,0.01020408163265306
1600,500,33,bs,TQMC-wh_n1,1,1,0.01020408163265306
1600,500,33,abayes,TQMC-wh_n1,1,1,0.01020408163265306
1600,500,33,bs,TQMC-wh_n0,1,1,0.01020408163265306
1600,500,33,abayes,TQMC-wh_n0,1,1,0.01020408163265306
1600,500,34,bs,ASTER-wh,0,0,0.0
1600,500,34,abayes,ASTER-wh,1,1,0.01020408163265306
1600,500,34,bs,ASTRID-ws,2,2,0.02040816326530612
1600,500,34,abayes,ASTRID-ws,1,1,0.01020408163265306
1600,500,34,bs,TQMC-wh_n2,0,0,0.0
1600,500,34,abayes,TQMC-wh_n2,1,1,0.01020408163265306
1600,500,34,none_keeppoly,TQMC-n2,1,1,0.01020408163265306
1600,500,34,none_refinepoly,TQMC-n2,1,1,0.01020408163265306
1600,500,34,bs,TQMC-ws_n2,0,0,0.0
1600,500,34,abayes,TQMC-ws_n2,1,1,0.01020408163265306
1600,500,34,bs,TQMC-wh_n1,0,0,0.0
1600,500,34,abayes,TQMC-wh_n1,1,1,0.01020408163265306
1600,500,34,bs,TQMC-wh_n0,0,0,0.0
1600,500,34,abayes,TQMC-wh_n0,1,1,0.01020408163265306
1600,500,35,bs,ASTER-wh,7,7,0.07142857142857142
1600,500,35,abayes,ASTER-wh,7,7,0.07142857142857142
1600,500,35,bs,ASTRID-ws,6,6,0.061224489795918366
1600,500,35,abayes,ASTRID-ws,6,6,0.061224489795918366
1600,500,35,bs,TQMC-wh_n2,6,6,0.061224489795918366
1600,500,35,abayes,TQMC-wh_n2,6,6,0.061224489795918366
1600,500,35,none_keeppoly,TQMC-n2,12,12,0.12244897959183673
1600,500,35,none_refinepoly,TQMC-n2,12,12,0.12244897959183673
1600,500,35,bs,TQMC-ws_n2,7,7,0.07142857142857142
1600,500,35,abayes,TQMC-ws_n2,6,6,0.061224489795918366
1600,500,35,bs,TQMC-wh_n1,6,6,0.061224489795918366
1600,500,35,abayes,TQMC-wh_n1,7,7,0.07142857142857142
1600,500,35,bs,TQMC-wh_n0,6,6,0.061224489795918366
1600,500,35,abayes,TQMC-wh_n0,7,7,0.07142857142857142
1600,500,36,bs,ASTER-wh,1,1,0.01020408163265306
1600,500,36,abayes,ASTER-wh,1,1,0.01020408163265306
1600,500,36,bs,ASTRID-ws,2,2,0.02040816326530612
1600,500,36,abayes,ASTRID-ws,1,1,0.01020408163265306
1600,500,36,bs,TQMC-wh_n2,0,0,0.0
1600,500,36,abayes,TQMC-wh_n2,0,0,0.0
1600,500,36,none_keeppoly,TQMC-n2,0,0,0.0
1600,500,36,none_refinepoly,TQMC-n2,0,0,0.0
1600,500,36,bs,TQMC-ws_n2,0,0,0.0
1600,500,36,abayes,TQMC-ws_n2,0,0,0.0
1600,500,36,bs,TQMC-wh_n1,1,1,0.01020408163265306
1600,500,36,abayes,TQMC-wh_n1,1,1,0.01020408163265306
1600,500,36,bs,TQMC-wh_n0,1,1,0.01020408163265306
1600,500,36,abayes,TQMC-wh_n0,1,1,0.01020408163265306
1600,500,37,bs,ASTER-wh,2,2,0.02040816326530612
1600,500,37,abayes,ASTER-wh,1,1,0.01020408163265306
1600,500,37,bs,ASTRID-ws,3,3,0.030612244897959183
1600,500,37,abayes,ASTRID-ws,3,3,0.030612244897959183
1600,500,37,bs,TQMC-wh_n2,2,2,0.02040816326530612
1600,500,37,abayes,TQMC-wh_n2,2,2,0.02040816326530612
1600,500,37,none_keeppoly,TQMC-n2,1,1,0.01020408163265306
1600,500,37,none_refinepoly,TQMC-n2,1,1,0.01020408163265306
1600,500,37,bs,TQMC-ws_n2,2,2,0.02040816326530612
1600,500,37,abayes,TQMC-ws_n2,2,2,0.02040816326530612
1600,500,37,bs,TQMC-wh_n1,2,2,0.02040816326530612
1600,500,37,abayes,TQMC-wh_n1,1,1,0.01020408163265306
1600,500,37,bs,TQMC-wh_n0,2,2,0.02040816326530612
1600,500,37,abayes,TQMC-wh_n0,2,2,0.02040816326530612
1600,500,38,bs,ASTER-wh,15,15,0.15306122448979592
1600,500,38,abayes,ASTER-wh,16,16,0.16326530612244897
1600,500,38,bs,ASTRID-ws,9,9,0.09183673469387756
1600,500,38,abayes,ASTRID-ws,8,8,0.08163265306122448
1600,500,38,bs,TQMC-wh_n2,8,8,0.08163265306122448
1600,500,38,abayes,TQMC-wh_n2,7,7,0.07142857142857142
1600,500,38,none_keeppoly,TQMC-n2,17,17,0.17346938775510204
1600,500,38,none_refinepoly,TQMC-n2,17,17,0.17346938775510204
1600,500,38,bs,TQMC-ws_n2,10,10,0.10204081632653061
1600,500,38,abayes,TQMC-ws_n2,7,7,0.07142857142857142
1600,500,38,bs,TQMC-wh_n1,12,12,0.12244897959183673
1600,500,38,abayes,TQMC-wh_n1,9,9,0.09183673469387756
1600,500,38,bs,TQMC-wh_n0,16,16,0.16326530612244897
1600,500,38,abayes,TQMC-wh_n0,15,15,0.15306122448979592
1600,500,39,bs,ASTER-wh,3,3,0.030612244897959183
1600,500,39,abayes,ASTER-wh,2,2,0.02040816326530612
1600,500,39,bs,ASTRID-ws,2,2,0.02040816326530612
1600,500,39,abayes,ASTRID-ws,3,3,0.030612244897959183
1600,500,39,bs,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,39,abayes,TQMC-wh_n2,2,2,0.02040816326530612
1600,500,39,none_keeppoly,TQMC-n2,3,3,0.030612244897959183
1600,500,39,none_refinepoly,TQMC-n2,3,3,0.030612244897959183
1600,500,39,bs,TQMC-ws_n2,2,2,0.02040816326530612
1600,500,39,abayes,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,39,bs,TQMC-wh_n1,3,3,0.030612244897959183
1600,500,39,abayes,TQMC-wh_n1,2,2,0.02040816326530612
1600,500,39,bs,TQMC-wh_n0,3,3,0.030612244897959183
1600,500,39,abayes,TQMC-wh_n0,2,2,0.02040816326530612
1600,500,40,bs,ASTER-wh,2,2,0.02040816326530612
1600,500,40,abayes,ASTER-wh,0,0,0.0
1600,500,40,bs,ASTRID-ws,4,4,0.04081632653061224
1600,500,40,abayes,ASTRID-ws,4,4,0.04081632653061224
1600,500,40,bs,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,40,abayes,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,40,none_keeppoly,TQMC-n2,4,4,0.04081632653061224
1600,500,40,none_refinepoly,TQMC-n2,4,4,0.04081632653061224
1600,500,40,bs,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,40,abayes,TQMC-ws_n2,4,4,0.04081632653061224
1600,500,40,bs,TQMC-wh_n1,4,4,0.04081632653061224
1600,500,40,abayes,TQMC-wh_n1,2,2,0.02040816326530612
1600,500,40,bs,TQMC-wh_n0,5,5,0.05102040816326531
1600,500,40,abayes,TQMC-wh_n0,0,0,0.0
1600,500,41,bs,ASTER-wh,8,8,0.08163265306122448
1600,500,41,abayes,ASTER-wh,8,8,0.08163265306122448
1600,500,41,bs,ASTRID-ws,6,6,0.061224489795918366
1600,500,41,abayes,ASTRID-ws,5,5,0.05102040816326531
1600,500,41,bs,TQMC-wh_n2,7,7,0.07142857142857142
1600,500,41,abayes,TQMC-wh_n2,7,7,0.07142857142857142
1600,500,41,none_keeppoly,TQMC-n2,7,7,0.07142857142857142
1600,500,41,none_refinepoly,TQMC-n2,7,7,0.07142857142857142
1600,500,41,bs,TQMC-ws_n2,8,8,0.08163265306122448
1600,500,41,abayes,TQMC-ws_n2,7,7,0.07142857142857142
1600,500,41,bs,TQMC-wh_n1,8,8,0.08163265306122448
1600,500,41,abayes,TQMC-wh_n1,8,8,0.08163265306122448
1600,500,41,bs,TQMC-wh_n0,7,7,0.07142857142857142
1600,500,41,abayes,TQMC-wh_n0,8,8,0.08163265306122448
1600,500,42,bs,ASTER-wh,5,5,0.05102040816326531
1600,500,42,abayes,ASTER-wh,5,5,0.05102040816326531
1600,500,42,bs,ASTRID-ws,6,6,0.061224489795918366
1600,500,42,abayes,ASTRID-ws,6,6,0.061224489795918366
1600,500,42,bs,TQMC-wh_n2,6,6,0.061224489795918366
1600,500,42,abayes,TQMC-wh_n2,5,5,0.05102040816326531
1600,500,42,none_keeppoly,TQMC-n2,5,5,0.05102040816326531
1600,500,42,none_refinepoly,TQMC-n2,5,5,0.05102040816326531
1600,500,42,bs,TQMC-ws_n2,5,5,0.05102040816326531
1600,500,42,abayes,TQMC-ws_n2,5,5,0.05102040816326531
1600,500,42,bs,TQMC-wh_n1,6,6,0.061224489795918366
1600,500,42,abayes,TQMC-wh_n1,5,5,0.05102040816326531
1600,500,42,bs,TQMC-wh_n0,5,5,0.05102040816326531
1600,500,42,abayes,TQMC-wh_n0,5,5,0.05102040816326531
1600,500,43,bs,ASTER-wh,2,2,0.02040816326530612
1600,500,43,abayes,ASTER-wh,3,3,0.030612244897959183
1600,500,43,bs,ASTRID-ws,4,4,0.04081632653061224
1600,500,43,abayes,ASTRID-ws,3,3,0.030612244897959183
1600,500,43,bs,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,43,abayes,TQMC-wh_n2,2,2,0.02040816326530612
1600,500,43,none_keeppoly,TQMC-n2,2,2,0.02040816326530612
1600,500,43,none_refinepoly,TQMC-n2,2,2,0.02040816326530612
1600,500,43,bs,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,43,abayes,TQMC-ws_n2,2,2,0.02040816326530612
1600,500,43,bs,TQMC-wh_n1,3,3,0.030612244897959183
1600,500,43,abayes,TQMC-wh_n1,4,4,0.04081632653061224
1600,500,43,bs,TQMC-wh_n0,2,2,0.02040816326530612
1600,500,43,abayes,TQMC-wh_n0,3,3,0.030612244897959183
1600,500,44,bs,ASTER-wh,3,3,0.030612244897959183
1600,500,44,abayes,ASTER-wh,3,3,0.030612244897959183
1600,500,44,bs,ASTRID-ws,3,3,0.030612244897959183
1600,500,44,abayes,ASTRID-ws,3,3,0.030612244897959183
1600,500,44,bs,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,44,abayes,TQMC-wh_n2,4,4,0.04081632653061224
1600,500,44,none_keeppoly,TQMC-n2,3,3,0.030612244897959183
1600,500,44,none_refinepoly,TQMC-n2,3,3,0.030612244897959183
1600,500,44,bs,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,44,abayes,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,44,bs,TQMC-wh_n1,3,3,0.030612244897959183
1600,500,44,abayes,TQMC-wh_n1,3,3,0.030612244897959183
1600,500,44,bs,TQMC-wh_n0,3,3,0.030612244897959183
1600,500,44,abayes,TQMC-wh_n0,3,3,0.030612244897959183
1600,500,45,bs,ASTER-wh,5,5,0.05102040816326531
1600,500,45,abayes,ASTER-wh,3,3,0.030612244897959183
1600,500,45,bs,ASTRID-ws,2,2,0.02040816326530612
1600,500,45,abayes,ASTRID-ws,3,3,0.030612244897959183
1600,500,45,bs,TQMC-wh_n2,4,4,0.04081632653061224
1600,500,45,abayes,TQMC-wh_n2,4,4,0.04081632653061224
1600,500,45,none_keeppoly,TQMC-n2,5,5,0.05102040816326531
1600,500,45,none_refinepoly,TQMC-n2,5,5,0.05102040816326531
1600,500,45,bs,TQMC-ws_n2,4,4,0.04081632653061224
1600,500,45,abayes,TQMC-ws_n2,3,3,0.030612244897959183
1600,500,45,bs,TQMC-wh_n1,5,5,0.05102040816326531
1600,500,45,abayes,TQMC-wh_n1,3,3,0.030612244897959183
1600,500,45,bs,TQMC-wh_n0,7,7,0.07142857142857142
1600,500,45,abayes,TQMC-wh_n0,3,3,0.030612244897959183
1600,500,46,bs,ASTER-wh,0,0,0.0
1600,500,46,abayes,ASTER-wh,0,0,0.0
1600,500,46,bs,ASTRID-ws,1,1,0.01020408163265306
1600,500,46,abayes,ASTRID-ws,0,0,0.0
1600,500,46,bs,TQMC-wh_n2,0,0,0.0
1600,500,46,abayes,TQMC-wh_n2,1,1,0.01020408163265306
1600,500,46,none_keeppoly,TQMC-n2,0,0,0.0
1600,500,46,none_refinepoly,TQMC-n2,0,0,0.0
1600,500,46,bs,TQMC-ws_n2,0,0,0.0
1600,500,46,abayes,TQMC-ws_n2,0,0,0.0
1600,500,46,bs,TQMC-wh_n1,0,0,0.0
1600,500,46,abayes,TQMC-wh_n1,0,0,0.0
1600,500,46,bs,TQMC-wh_n0,0,0,0.0
1600,500,46,abayes,TQMC-wh_n0,0,0,0.0
1600,500,47,bs,ASTER-wh,4,4,0.04081632653061224
1600,500,47,abayes,ASTER-wh,4,4,0.04081632653061224
1600,500,47,bs,ASTRID-ws,5,5,0.05102040816326531
1600,500,47,abayes,ASTRID-ws,5,5,0.05102040816326531
1600,500,47,bs,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,47,abayes,TQMC-wh_n2,1,1,0.01020408163265306
1600,500,47,none_keeppoly,TQMC-n2,4,4,0.04081632653061224
1600,500,47,none_refinepoly,TQMC-n2,4,4,0.04081632653061224
1600,500,47,bs,TQMC-ws_n2,4,4,0.04081632653061224
1600,500,47,abayes,TQMC-ws_n2,2,2,0.02040816326530612
1600,500,47,bs,TQMC-wh_n1,4,4,0.04081632653061224
1600,500,47,abayes,TQMC-wh_n1,4,4,0.04081632653061224
1600,500,47,bs,TQMC-wh_n0,4,4,0.04081632653061224
1600,500,47,abayes,TQMC-wh_n0,4,4,0.04081632653061224
1600,500,48,bs,ASTER-wh,3,3,0.030612244897959183
1600,500,48,abayes,ASTER-wh,3,3,0.030612244897959183
1600,500,48,bs,ASTRID-ws,3,3,0.030612244897959183
1600,500,48,abayes,ASTRID-ws,3,3,0.030612244897959183
1600,500,48,bs,TQMC-wh_n2,3,3,0.030612244897959183
1600,500,48,abayes,TQMC-wh_n2,3,3,0.030612244897959183
